,probing dataset,linguistic subfield,linguistic phenomena,probe type,train portion,probe,EleutherAI/pythia-1b,EleutherAI/pythia-1b-deduped,EleutherAI/pythia-1.4b,EleutherAI/pythia-1.4b-deduped,EleutherAI/pythia-12b,EleutherAI/pythia-12b-deduped,EleutherAI/pythia-160m,EleutherAI/pythia-160m-deduped,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b-deduped,EleutherAI/pythia-410m,EleutherAI/pythia-410m-deduped,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b-deduped,EleutherAI/pythia-70m,EleutherAI/pythia-70m-deduped,albert-base-v2,bert-base-uncased,google/electra-base-discriminator,google/flan-t5-xxl,google/flan-t5-large,google/flan-t5-xl,google/flan-t5-base,google/flan-t5-small,google/flan-ul2,google/t5-small-lm-adapt,google/t5-base-lm-adapt,google/t5-large-lm-adapt,google/t5-xl-lm-adapt,google/t5-xxl-lm-adapt,google/ul2,gpt2,facebook/bart-base,meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-hf,meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-hf,microsoft/deberta-base,microsoft/deberta-v3-base,roberta-base,allenai/tulu-2-dpo-13b,allenai/tulu-2-13b,allenai/tulu-2-70b,allenai/tulu-2-dpo-70b,microsoft/Orca-2-13b,lmsys/vicuna-13b-v1.5,mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-v0.1,databricks/dolly-v2-12b,WizardLM/WizardLM-13B-V1.2,ibm/merlinite-7b,ibm/labradorite-13b,allenai/tk-instruct-11b-def,sentence-transformers/average_word_embeddings_glove.840B.300d,sentence-transformers/average_word_embeddings_glove.6B.300d
85,blimp-existential_there_quantifiers_2,semantics,quantifiers,sentence classification,1,blimp-existential_there_quantifiers_2,1,1,1,1,1,1,0.333333343,0.554325259,1,1,1,0.999499989,1,1,0.333333343,0.33311075,1,0.990999889,0.997499943,0.999499989,0.987498844,0.997499943,0.995999932,0.99399991,1,0.990999889,0.9924999,0.994999909,1,1,0.999499989,0.999499989,1,1,1,1,1,1,1,1,0.997499943,0.997999787,1,1,1,1,1,1,1,1,1,0.999499989,1,1,0.998999977,0.981984329,0.496663362
107,blimp-existential_there_subject_raising,syntax,control / raising,sentence classification,1,blimp-existential_there_subject_raising,0.978996646,0.97749685,0.968995643,0.971991634,0.9804986,0.973997784,0.333333343,0.333333343,0.974494708,0.97749877,0.977999163,0.96649735,0.983498156,0.975998068,0.333333343,0.333333343,0.890191174,0.890899289,0.914991307,0.914996421,0.901320064,0.882499218,0.902957368,0.834923339,0.920493698,0.811974049,0.895963836,0.814206612,0.875996125,0.8479877,0.896490669,0.960993016,0.953496385,0.983999801,0.974997866,0.981498933,0.970996749,0.976498675,0.971499395,0.910899973,0.935496461,0.918980873,0.979499257,0.975999379,0.975999105,0.976998281,0.969998896,0.974494863,0.984498572,0.977993381,0.982996297,0.969492888,0.981998372,0.970498395,0.835477829,0.834995008,0.825485682
87,blimp-expletive_it_object_raising,syntax,control / raising,sentence classification,1,blimp-expletive_it_object_raising,0.982495117,0.985497797,0.987499666,0.985999584,0.988497591,0.994999886,0.333333343,0.333333343,0.985499287,0.986499345,0.971997583,0.964973652,0.994499731,0.992499411,0.333333343,0.333333343,0.850228333,0.913901317,0.955940104,0.974493253,0.865541613,0.926426423,0.887262523,0.828508568,0.937991047,0.796782279,0.877395403,0.811974061,0.882421112,0.919465125,0.882982898,0.973492396,0.95197891,0.988999128,0.988999212,0.98999958,0.987499344,0.988999069,0.986499834,0.949968684,0.884719634,0.864834994,0.989999664,0.992999959,0.993499899,0.99399991,0.983499503,0.990999579,0.99458305,0.991499627,0.987999678,0.97449466,0.9959993,0.98599875,0.770685315,0.829864454,0.778981686
122,blimp-inchoative,syntax,argument structure,sentence classification,1,blimp-inchoative,0.960622162,0.968496931,0.966496623,0.956990767,0.967994142,0.983999383,0.33672905,0.333333343,0.956998909,0.962795958,0.92847507,0.924995685,0.962496734,0.97899822,0.333333343,0.333333343,0.877976012,0.907975233,0.889338446,0.917999148,0.891988206,0.885998571,0.896989429,0.836485064,0.925498378,0.850971985,0.889451742,0.898495376,0.910493958,0.901568806,0.911499703,0.942460191,0.953485203,0.967492628,0.971498501,0.984999466,0.965497673,0.972495365,0.965486383,0.878241515,0.869088781,0.84294275,0.968995833,0.969995856,0.966998708,0.962498915,0.969497955,0.977999043,0.976999569,0.963991833,0.964991868,0.980499005,0.963995838,0.975999737,0.875469124,0.815438807,0.861911738
83,blimp-intransitive,syntax,argument structure,sentence classification,1,blimp-intransitive,0.958986962,0.965491748,0.961973226,0.463549459,0.980497003,0.97299509,0.333333343,0.356254864,0.955983663,0.957982957,0.964481151,0.945462167,0.975491953,0.976490283,0.333333343,0.333333343,0.913962698,0.922486031,0.90893178,0.969498444,0.878804398,0.937983382,0.923996973,0.861487341,0.948991084,0.838331234,0.911483109,0.909468818,0.928981221,0.961499834,0.918496311,0.925899351,0.959985435,0.977986479,0.984497917,0.980499029,0.971495986,0.977984953,0.968994367,0.922408366,0.915855026,0.882479763,0.972990286,0.975991607,0.969490933,0.969492996,0.982499635,0.980494809,0.981496429,0.972486508,0.972497058,0.975999308,0.97049222,0.975494516,0.92549305,0.882497513,0.857485163
52,blimp-irregular_past_participle_adjectives,morphology,irregular forms,sentence classification,1,blimp-irregular_past_participle_adjectives,0.998999977,0.997999954,0.998999977,0.997999954,0.999499989,0.998999977,0.333333343,0.333333343,0.999499989,0.998499966,0.996999931,0.447554058,0.997499943,1,0.333333343,0.333333343,0.927359676,0.918990529,0.950978351,0.997499943,0.936456132,0.994999886,0.957999885,0.903840351,1,0.873991454,0.934962153,0.928931451,0.978998506,0.992499948,0.99399991,0.997499776,0.998499966,1,1,1,1,0.994999766,0.992999029,0.941449416,0.977997613,0.929887855,1,1,1,1,1,1,1,1,1,0.94245342,1,1,0.972991967,0.984500003,0.987499857
94,blimp-irregular_past_participle_verbs,morphology,irregular forms,sentence classification,1,blimp-irregular_past_participle_verbs,0.973997891,0.964991951,0.981998634,0.968990612,0.985497105,0.985498786,0.333333343,0.333333343,0.985998511,0.981658667,0.950481939,0.940990901,0.976995051,0.979493928,0.334439659,0.333333343,0.974993636,0.982997942,0.974992669,0.983995807,0.950890625,0.955929399,0.920410466,0.834898412,0.987998116,0.809779119,0.871231341,0.962949204,0.960463953,0.969494379,0.981498909,0.954991925,0.996499944,0.989499867,0.988999987,0.993499899,0.987999427,0.988499546,0.98799957,0.959997225,0.967494333,0.968489206,0.990999961,0.99199996,0.990998888,0.989498174,0.98949976,0.995499897,0.984499359,0.983498991,0.99049896,0.964467824,0.983995581,0.988999915,0.984998524,0.969490337,0.987498772
112,blimp-irregular_plural_subject_verb_agreement_1,morphology,subject-verb agreement,sentence classification,1,blimp-irregular_plural_subject_verb_agreement_1,0.869405055,0.855742526,0.869652486,0.863370335,0.916924763,0.904918361,0.334439659,0.366454101,0.909471917,0.904989624,0.795801353,0.744999301,0.933473659,0.920448673,0.333333343,0.333333343,0.841900194,0.784725809,0.922493958,0.91787895,0.776154649,0.866921568,0.775999415,0.711385775,0.88341074,0.674620914,0.7892542,0.74191606,0.867938066,0.912931669,0.882454371,0.653707683,0.886907864,0.925984609,0.910487568,0.929992878,0.921978831,0.912986755,0.896290362,0.844447911,0.917498851,0.824579573,0.904464984,0.908970666,0.918954301,0.927992523,0.89749887,0.937998915,0.93374218,0.907460296,0.891474915,0.789896774,0.885150754,0.923983264,0.832545662,0.500999123,0.506737995
54,blimp-irregular_plural_subject_verb_agreement_2,morphology,subject-verb agreement,sentence classification,1,blimp-irregular_plural_subject_verb_agreement_2,0.929113865,0.941487026,0.917983794,0.94548651,0.939967215,0.957493162,0.333333343,0.333333343,0.963484645,0.957482457,0.881323278,0.4877262,0.939993465,0.950489044,0.333333343,0.333333343,0.909945687,0.863453937,0.957077563,0.980999708,0.86948303,0.944476581,0.83860786,0.734478581,0.948499656,0.715033114,0.855125892,0.854904938,0.911949134,0.94649086,0.938986099,0.785680985,0.939997232,0.941922891,0.94244833,0.952982771,0.938444567,0.93099649,0.939940298,0.84939872,0.963997495,0.886654784,0.955991685,0.958492315,0.958993554,0.959990299,0.962997413,0.95947845,0.957488966,0.936462188,0.94596405,0.695988786,0.95199132,0.960988009,0.884891403,0.534799361,0.534186852
77,blimp-left_branch_island_echo_question,syntax,island effects,sentence classification,1,blimp-left_branch_island_echo_question,1,0.999499989,0.999499989,0.999499989,0.999499989,1,0.35753969,0.466666675,1,1,0.999499989,0.998999977,1,1,0.333333343,0.333333343,0.994499993,0.99399972,0.996499705,0.996999884,0.994499874,0.998999977,0.991499662,0.989999843,1,0.990998995,0.997499609,0.982496572,0.999499989,0.996499944,1,0.993495083,0.998999977,1,1,0.999499989,0.999499989,0.997999954,0.998999977,0.997499943,1,0.997499776,1,1,1,1,0.998999977,1,1,1,1,0.997499943,0.999499989,1,1,0.963699192,0.496447033
44,blimp-left_branch_island_simple_question,syntax,island effects,sentence classification,1,blimp-left_branch_island_simple_question,0.997999787,0.995999908,1,0.996499968,0.997499895,0.997499895,0.333333343,0.391054201,0.993999827,0.994999957,0.991999364,0.994999866,0.999499989,0.998999977,0.333333343,0.333333343,0.996999955,0.985499406,0.963988876,0.987999988,0.943994057,0.991499949,0.986499906,0.941436195,0.98699826,0.96699239,0.988998473,0.945964134,0.973997128,0.990499902,0.986499882,0.994499588,0.992999327,0.998999977,0.996999884,0.998999977,0.993999636,0.997999954,0.993499351,0.990499878,0.983999968,0.988499975,0.998499966,0.998499966,0.997499943,0.99549973,0.993499923,0.99749999,0.998999977,0.997499967,0.997499943,0.986999774,0.998999977,0.997999954,0.964986026,0.498677629,0.497530723
96,blimp-matrix_question_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,1,blimp-matrix_question_npi_licensor_present,0.997999954,0.997499967,1,0.997499895,0.998499966,1,0.361158156,0.568023318,1,1,0.993499756,1,1,1,0.340883583,0.333333343,0.996999955,1,0.997499943,0.994999957,0.997999954,0.995499563,0.997499943,0.9959993,1,0.998999977,0.997999954,0.998999977,0.997499895,0.997999954,0.994999838,0.995499969,0.998999977,0.998999977,0.99649992,1,1,0.996999884,0.997499776,0.993999767,0.995999956,0.997499895,0.997999954,0.997999954,0.998499966,0.998499966,0.997999954,0.997499943,1,1,0.997499967,1,1,0.998499966,0.986499953,0.971979022,0.498856777
69,blimp-npi_present_1,semantics,negative polarity item licensing,sentence classification,1,blimp-npi_present_1,0.997999907,0.999499989,0.997999954,0.997999954,0.995499945,1,0.333333343,0.333333343,0.998999977,0.998999977,0.994499624,0.995999885,0.995499682,1,0.335303789,0.333333343,0.992999983,0.991999865,0.964995563,0.997499943,0.980488682,0.99249959,0.987998724,0.972493148,0.996999955,0.951460028,0.97099396,0.985499954,0.996999931,0.997499943,0.994999886,0.994499993,0.999499989,0.995999575,1,0.998499966,0.997999978,0.998999977,0.998499966,0.989999672,0.990999675,0.988999581,0.998437479,0.998999977,0.996999884,0.996499753,0.998999977,1,1,0.998999977,0.99849999,1,0.998499966,0.997499943,0.986499953,0.74633199,0.722506297
89,blimp-npi_present_2,semantics,negative polarity item licensing,sentence classification,1,blimp-npi_present_2,0.998999977,0.996999931,1,0.994498932,0.991499686,0.992999673,0.333333343,0.397977084,0.996499968,0.996999955,0.995499849,0.994499373,0.998999977,0.997499895,0.333333343,0.362336904,0.988999987,0.98399874,0.97749877,0.995999885,0.989499807,0.997999954,0.996499968,0.978492355,0.995499897,0.970499754,0.983498931,0.983499587,0.985499811,0.985999131,0.992499924,0.994999719,0.998499966,1,0.999499989,0.998499966,0.996999931,0.996499968,0.994499874,0.98149699,0.989999914,0.978999043,0.998999977,0.998999977,0.997999978,0.997999978,0.998999977,0.998499966,0.997499943,0.998499966,0.994999743,0.971998799,0.996499872,0.996499753,0.994999671,0.715723634,0.732816517
105,blimp-only_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,1,blimp-only_npi_licensor_present,1,1,1,0.998999977,1,1,0.333333343,0.729378978,1,1,0.997999954,0.997999907,1,1,0.333333343,0.333333343,0.997499895,0.996499944,0.997499943,1,0.997999907,0.997499943,0.998999977,0.997999954,1,0.990999842,0.994999981,0.990997279,0.998499966,0.998499966,0.997999954,0.990999842,0.998999977,1,1,1,1,1,1,0.995499897,0.997499943,0.996999955,1,1,1,1,1,1,1,1,1,1,1,1,0.995999742,0.99849999,0.496981758
68,blimp-only_npi_scope,syntax,negative polarity item licensing,sentence classification,1,blimp-only_npi_scope,0.994999766,0.999499989,0.999499989,1,1,0.997499943,0.34462195,0.373005331,1,1,0.998999977,0.999583324,0.998999977,1,0.358936095,0.333333343,0.975998938,0.957492042,0.980498552,0.989999545,0.966486275,0.976999664,0.985999787,0.966485512,0.98649863,0.938434148,0.948991907,0.953492117,0.952996278,0.981998634,0.969497752,0.997999954,0.996999955,0.998499966,1,1,1,0.997499967,0.999499989,0.992499924,0.975499201,0.951487112,0.999499989,0.998999977,0.998999977,0.998999977,1,0.997499943,0.999166648,1,0.999000001,1,1,1,0.956973088,0.973992193,0.497023737
117,blimp-passive_1,syntax,argument structure,sentence classification,1,blimp-passive_1,0.959991705,0.954487419,0.957997775,0.959472048,0.969998062,0.968740791,0.333333343,0.333333343,0.977497005,0.976996577,0.931490743,0.914483762,0.971997249,0.972493076,0.333333343,0.333333343,0.904434264,0.889485955,0.912978828,0.915493286,0.862462354,0.901998484,0.842309964,0.783599591,0.928490424,0.835857701,0.843885791,0.82267071,0.86549412,0.892950416,0.907980585,0.906982958,0.927450931,0.978499174,0.974499369,0.965499032,0.961996531,0.965493155,0.969499493,0.921998811,0.925993001,0.883396256,0.972499633,0.97349937,0.968998826,0.966998303,0.974992692,0.974998021,0.96949718,0.964970601,0.96349895,0.985499096,0.973497677,0.983999479,0.824410939,0.82537998,0.840999198
124,blimp-passive_2,syntax,argument structure,sentence classification,1,blimp-passive_2,0.971999407,0.974490035,0.970993567,0.978496313,0.983495593,0.980996323,0.333333343,0.378955722,0.980498779,0.97599324,0.959496379,0.930928993,0.981999087,0.985492706,0.345502079,0.333333343,0.91193918,0.929991639,0.930325806,0.948953819,0.867953002,0.926426113,0.874417496,0.842373788,0.926458514,0.852380097,0.871454871,0.850993574,0.906418204,0.932409668,0.897492409,0.920947456,0.943489289,0.987999558,0.981994522,0.973994946,0.97449801,0.988999641,0.984998572,0.912850857,0.945996153,0.877493605,0.977992201,0.978992522,0.970497429,0.970499265,0.981497133,0.983997142,0.988749802,0.977809779,0.991999626,0.983499217,0.9814978,0.974497998,0.874997401,0.911565165,0.90374496
88,blimp-principle_A_c_command,syntax,binding,sentence classification,1,blimp-principle_A_c_command,0.645488048,0.683554733,0.661596012,0.67689929,0.684195292,0.723567498,0.333333343,0.337803155,0.617772853,0.668954551,0.575001907,0.41637069,0.690942132,0.726855731,0.333333343,0.333333343,0.829466927,0.834970856,0.931962907,0.904983985,0.768987226,0.866290367,0.722932947,0.627940953,0.909907174,0.619841123,0.694367874,0.678103924,0.810940373,0.915998495,0.805468369,0.540722579,0.902993,0.755375695,0.783133578,0.800201631,0.715298724,0.611674446,0.533990926,0.87545296,0.908916843,0.861910462,0.777318609,0.764765167,0.746892631,0.740096056,0.792301126,0.79988662,0.432650929,0.388664484,0.76827935,0.683036828,0.390601993,0.754697132,0.817976236,0.774197078,0.497157162
35,blimp-principle_A_case_1,syntax,binding,sentence classification,1,blimp-principle_A_case_1,1,1,1,0.995999908,0.997999954,0.999499989,0.333333343,0.354731381,0.998999977,0.997999954,0.997999978,0.999499989,0.997499776,0.999499989,0.333333343,0.333333343,0.997499943,0.990999961,0.989998353,0.990999436,0.991499698,0.984996617,0.978997254,0.994000006,0.994999886,0.972992182,0.980998647,0.99099915,0.995833238,0.99599998,0.996499968,1,0.996499968,0.995999694,0.993499351,0.994499898,0.997499967,0.994499755,0.996499944,0.999499989,0.988499093,0.978495073,0.992999554,0.993499553,0.988495326,0.991997957,0.994999933,0.991499639,0.997999978,0.996999848,0.994999766,0.999499989,0.990310818,0.99349885,0.996999955,0.498920876,0.498130709
121,blimp-principle_A_case_2,syntax,binding,sentence classification,1,blimp-principle_A_case_2,0.965997255,0.981498623,0.96697892,0.966993546,0.979997885,0.977998459,0.333333343,0.342251831,0.965498781,0.95297693,0.936895835,0.916475725,0.972999275,0.984499025,0.344622439,0.333333343,0.902943921,0.957992578,0.978496873,0.982998908,0.897989273,0.943496943,0.918954432,0.863082898,0.967993736,0.87877022,0.92282933,0.890746903,0.946980429,0.967998397,0.945994461,0.905427539,0.969992089,0.972498846,0.969494045,0.963997698,0.946993327,0.93946799,0.957497287,0.980492091,0.960996294,0.946968973,0.973992407,0.976497114,0.952995729,0.952967429,0.957982504,0.978997445,0.977499465,0.959985292,0.980998123,0.964990628,0.967992854,0.954978704,0.929989707,0.88955753,0.844450438
60,blimp-principle_A_domain_1,syntax,binding,sentence classification,1,blimp-principle_A_domain_1,0.989499497,0.980496085,0.979498136,0.970990694,0.993499577,0.997999954,0.333333343,0.357284856,0.985997784,0.991499829,0.936862814,0.902705479,0.991498625,0.993999362,0.333333343,0.333333343,0.999499989,0.985499787,0.986998689,0.997499943,0.994499898,1,0.987999964,0.978498018,1,0.951999331,0.967997169,0.953483355,0.977499723,0.997499943,0.992499518,0.934949481,0.995999932,0.994999719,0.990498781,0.988999355,0.976999545,0.967998576,0.936927605,0.997499943,0.994999886,0.983499539,0.982998192,0.987998962,0.976999724,0.975999177,0.981497264,0.991999388,0.97082744,0.979497707,0.996499944,0.994499922,0.981493449,0.979993534,0.961988556,1,0.498608416
75,blimp-principle_A_domain_2,syntax,binding,sentence classification,1,blimp-principle_A_domain_2,0.599529743,0.614591444,0.643920314,0.635911059,0.809447074,0.838622272,0.333333343,0.334601682,0.715475595,0.771582377,0.575934815,0.459694743,0.816222274,0.802214098,0.333333343,0.363773763,0.783854103,0.807822824,0.965496695,0.968999457,0.855992413,0.863472259,0.689508641,0.547867405,0.949987102,0.548589742,0.656869102,0.710226965,0.855267429,0.940468311,0.891361642,0.539608932,0.838487947,0.829236019,0.839483142,0.865965641,0.799214816,0.675178599,0.757028592,0.862405634,0.938494861,0.805276728,0.805424893,0.824249148,0.807493842,0.797934186,0.873855329,0.874433553,0.46821205,0.649464649,0.839375067,0.727724779,0.468838578,0.819838345,0.917395318,0.537721264,0.497320062
81,blimp-principle_A_domain_3,syntax,binding,sentence classification,1,blimp-principle_A_domain_3,0.666248667,0.663005662,0.677234936,0.688424146,0.835764086,0.823829412,0.333333343,0.356655526,0.766285121,0.761966288,0.631016636,0.612474561,0.83841759,0.830752158,0.333333343,0.333333343,0.756362963,0.903946066,0.966499472,0.972994053,0.872873116,0.92935921,0.72820667,0.54302088,0.947479916,0.507754648,0.718993318,0.716735458,0.825359893,0.958494353,0.889476085,0.586002529,0.839835906,0.878919315,0.849928749,0.928486812,0.831961846,0.78247788,0.780497587,0.874316442,0.983997536,0.790389583,0.882758343,0.883826041,0.864691496,0.852837074,0.91747359,0.914973319,0.891642332,0.858898294,0.881467104,0.732248211,0.742288673,0.867932665,0.909283328,0.498132473,0.494750834
48,blimp-principle_A_reconstruction,syntax,binding,sentence classification,1,blimp-principle_A_reconstruction,0.993499947,0.988499725,0.99149965,0.990499818,0.99349997,0.99649992,0.333333343,0.333333343,0.992499948,0.992499948,0.991499376,0.988499796,0.995999956,0.994999981,0.333333343,0.333333343,0.995499969,0.997499943,0.994999886,0.985499811,0.983497107,0.975499988,0.981995809,0.951477659,0.981999302,0.963477159,0.987499464,0.960484934,0.991499853,0.98149941,0.99199996,0.991998208,0.997499943,0.99399972,0.993999958,0.99849999,0.993499994,0.993999553,0.990499771,0.999000001,0.982499433,0.988497519,0.994499874,0.992999578,0.995499945,0.995499921,0.999499989,0.996999955,0.98799938,0.995499825,0.996499968,0.998999977,0.991499352,0.992999935,0.992999911,0.642849648,0.499047315
101,blimp-regular_plural_subject_verb_agreement_1,morphology,subject-verb agreement,sentence classification,1,blimp-regular_plural_subject_verb_agreement_1,0.883463264,0.869804132,0.876467073,0.886922777,0.921482074,0.93747499,0.333333343,0.33311075,0.902453649,0.905965376,0.811133409,0.821031117,0.923995924,0.931997418,0.333333343,0.333333343,0.892489326,0.867722464,0.960997677,0.956991053,0.883731949,0.905971384,0.828856373,0.766674757,0.932978833,0.767068684,0.8358356,0.836077046,0.884523427,0.941448665,0.905985534,0.788135278,0.925472391,0.927471507,0.932984877,0.92842226,0.925493157,0.914459789,0.924961984,0.871954262,0.963998199,0.878409255,0.943989646,0.943494964,0.930996799,0.927965105,0.915355086,0.951995957,0.946479833,0.931981063,0.927993917,0.73608042,0.896948886,0.922878051,0.910460865,0.531716406,0.507666206
71,blimp-regular_plural_subject_verb_agreement_2,morphology,subject-verb agreement,sentence classification,1,blimp-regular_plural_subject_verb_agreement_2,0.923446047,0.917972076,0.915988934,0.941494501,0.948984814,0.944991899,0.333333343,0.33672905,0.940943301,0.94146651,0.838460028,0.842595339,0.935891414,0.9499856,0.333333343,0.333333343,0.945829868,0.862829506,0.978999138,0.974498367,0.904760468,0.936942327,0.891889453,0.746924019,0.967494643,0.713025212,0.870719779,0.857430708,0.940476811,0.965499091,0.967499387,0.720890188,0.951948941,0.949496365,0.925973046,0.944977224,0.933478343,0.943982148,0.930985641,0.89696281,0.982498479,0.91076982,0.939464855,0.943472517,0.928443265,0.932425737,0.948491979,0.955498946,0.960479951,0.941480339,0.958496201,0.689880431,0.950976586,0.949985993,0.932947099,0.545050764,0.549845231
90,blimp-sentential_negation_npi_licensor_present,semantics,negative polarity item licensing,sentence classification,1,blimp-sentential_negation_npi_licensor_present,0.99649992,0.999499989,0.995499778,0.997499895,0.995999908,0.994999301,0.333333343,0.333333343,0.995499694,0.99649986,0.999499989,0.997999954,0.995999324,0.998999977,0.375962019,0.333333343,0.991499138,0.997499943,0.996499586,0.998999977,0.997499943,0.997499943,1,0.989997995,0.995499897,0.997499943,0.998999977,0.998999977,0.997499943,0.997499943,0.989499283,0.996999884,0.997499967,0.998999977,0.999499989,0.994999695,0.997999978,0.996999764,0.999499989,0.997999954,0.996999931,0.995499921,0.998499966,1,0.997999954,0.996999764,1,0.999499989,1,0.998999977,0.997499776,0.998499918,0.997999954,0.997499967,0.994999886,0.926730978,0.901625311
46,blimp-sentential_negation_npi_scope,syntax,negative polarity item licensing,sentence classification,1,blimp-sentential_negation_npi_scope,0.970497358,0.974989235,0.977497399,0.985497665,0.990499055,0.990624964,0.333333343,0.361860853,0.992499685,0.986498499,0.938498914,0.897911358,0.987999272,0.995499897,0.333333343,0.333333343,0.984998798,0.935988367,0.96649859,0.992999649,0.946996522,0.979999542,0.94448421,0.871974123,0.989498985,0.745860398,0.885412514,0.914499259,0.959495687,0.974496734,0.955996823,0.917950416,0.980998218,0.986999416,0.991499925,0.984996271,0.985997975,0.97649349,0.958486414,0.987998116,0.982996035,0.97187236,0.990499878,0.99349997,0.985498679,0.98199861,0.986998868,0.991499281,0.984998858,0.989999509,0.995999956,0.994999886,0.981496537,0.984999084,0.97098459,0.499038285,0.497854036
103,blimp-sentential_subject_island,syntax,island effects,sentence classification,1,blimp-sentential_subject_island,0.89343071,0.898432243,0.887599599,0.896681356,0.918992651,0.921415877,0.333333343,0.333333343,0.927415609,0.938968134,0.837606883,0.756745732,0.924451816,0.937477696,0.335909265,0.333333343,0.899263978,0.91446532,0.936994696,0.975497556,0.79730469,0.927946079,0.869779921,0.758473396,0.977998829,0.785435915,0.892969644,0.817352021,0.924983144,0.945973539,0.928953671,0.790658557,0.944976437,0.941385889,0.924893248,0.957906534,0.929961264,0.919462037,0.906953943,0.94999131,0.945488131,0.833885443,0.935977936,0.949492884,0.910938442,0.914389443,0.935987794,0.950493312,0.951999402,0.892442524,0.930916977,0.912981558,0.912392282,0.928440881,0.927974868,0.692365265,0.49894489
79,blimp-superlative_quantifiers_1,semantics,quantifiers,sentence classification,1,blimp-superlative_quantifiers_1,0.995499289,0.998499966,0.993497682,0.99249872,0.994999385,0.993748744,0.333333343,0.387301588,0.994499755,0.999499989,0.995499849,0.993498635,0.994999278,0.997999787,0.333333343,0.333333343,1,0.996999931,0.997499943,0.995999694,0.997499943,0.997999954,0.998499966,0.997999954,0.996499753,0.990999353,0.993497682,0.986249804,0.994499898,0.997499943,0.999499989,0.995999742,1,0.998999977,0.993999434,0.999499989,0.996499312,0.997499609,0.991997433,1,1,0.997499943,0.999499989,0.999499989,0.998999977,0.998999977,0.998999977,0.995999861,1,0.995499849,0.996499896,1,0.998499966,0.996499825,0.980000019,0.726687741,0.725025761
70,blimp-superlative_quantifiers_2,semantics,quantifiers,sentence classification,1,blimp-superlative_quantifiers_2,1,1,1,1,1,1,0.333333343,0.466666675,1,1,1,1,1,1,0.333333343,0.333333343,0.997999954,0.993999803,0.987499809,0.994499993,0.979499388,0.997499943,0.996999955,0.993498909,0.994499946,0.991999459,0.995999956,0.986498892,0.994999957,1,1,0.998999977,0.997499895,1,1,1,1,1,1,0.998999977,0.976996017,0.991249815,1,1,1,1,1,1,1,1,1,0.983496237,1,1,0.983991635,0.998499918,0.497036707
99,blimp-tough_vs_raising_1,syntax,control / raising,sentence classification,1,blimp-tough_vs_raising_1,0.997499943,0.998749971,0.997999954,0.998499966,0.999499989,0.998499918,0.333333343,0.337739664,0.997499943,0.999499989,0.99649992,0.997499943,0.999499989,0.999499989,0.333333343,0.359465718,0.981998622,0.962483716,0.968493128,0.975997114,0.955487275,0.960493958,0.96348753,0.94849416,0.975996482,0.935447013,0.958993816,0.947483897,0.956499732,0.957996786,0.95598532,0.985497367,0.997499943,0.998499966,1,1,0.999499989,1,1,0.987999964,0.967999232,0.969498765,0.998999977,0.998999977,0.995999575,0.997499895,0.997499943,1,0.998999977,0.99843736,0.997999907,0.999499989,0.998999977,1,0.948997498,0.960492611,0.959999681
95,blimp-tough_vs_raising_2,syntax,control / raising,sentence classification,1,blimp-tough_vs_raising_2,0.997499609,0.999499989,0.993999302,1,0.998499966,1,0.333333343,0.373638272,0.998499918,0.998999977,0.997499943,0.997499967,1,0.998999977,0.333333343,0.333333343,0.980994856,0.988498402,0.989499485,0.979991353,0.985499716,0.985833208,0.989499378,0.971999466,0.993999696,0.965498793,0.992499709,0.968494248,0.990499997,0.985498679,0.982499838,0.994499266,0.992499638,0.997499895,0.999499989,0.998999977,0.997499943,0.995999813,0.996999884,0.993499851,0.985499716,0.979498398,0.996999955,0.997499943,0.999499989,0.996999848,0.995499873,0.996999598,0.999499989,0.995999861,0.997999954,0.998999977,0.995499873,0.99749999,0.969496572,0.950475466,0.951465428
102,blimp-transitive,syntax,argument structure,sentence classification,1,blimp-transitive,0.962981868,0.960995591,0.965997624,0.959494519,0.976993716,0.977495205,0.333333343,0.337216836,0.966463161,0.972985673,0.945981979,0.931928778,0.972492146,0.976497912,0.333333343,0.333333343,0.863475287,0.830375051,0.906482565,0.918362594,0.844635034,0.895221984,0.790392053,0.719897783,0.916759706,0.689813757,0.824338162,0.850476372,0.870634186,0.911354053,0.85196985,0.915957546,0.932455337,0.96197685,0.973996007,0.982997537,0.973482597,0.962494767,0.968987691,0.891860867,0.894826603,0.883475077,0.956975675,0.956972146,0.97299329,0.971994114,0.961992669,0.966485488,0.969986606,0.972497249,0.972487199,0.960494721,0.96247102,0.961478806,0.864843035,0.794859827,0.744359159
